Valmistenumero,Registerplates,NARROW_PETROL,1,248
Katsastustiedot,Inspections,NARROW_PETROL,1,249
Korjauskehoitus rekisteriotteessa,Correction prompt in the register extract,NARROW_PETROL,1,250
Dynamometritesti - arvot,Dynamometer test - values,NARROW_PETROL,2,251
Etujarrut,Front brakes,NARROW_PETROL,2,252
Takajarrut,Back brakes,NARROW_PETROL,2,253
Käsijarru,Hand brake,NARROW_PETROL,2,254
Iskunvaimennus,Shock absorber,NARROW_PETROL,2,255
Etuakseli,Front axle,NARROW_PETROL,2,256
Taka-akseli,Back axle,NARROW_PETROL,2,257
Mittariston vikavalot,Instument cluster fault lights,NARROW_PETROL,14,258
Valaistus etu,Lighting front,NARROW_PETROL,4,259
Ajovalot/parkit etu,Headlight/parking lights front,NARROW_PETROL,4,260
Suuntavilkut,Direction indicators,NARROW_PETROL,4,261
Hätävilkut,Hazard flasher,NARROW_PETROL,4,262
Sumuvalot,Fog lights,NARROW_PETROL,4,263
Lisävalot,Additional lights,NARROW_PETROL,4,264
Valaistus taka,Lighting back,NARROW_PETROL,4,265
Ajovalot/parkit taka,Headlight/parking lights back,NARROW_PETROL,4,266
Suuntavilkut,Direction indicators,NARROW_PETROL,4,267
rek.kilven valot,License plate lights,NARROW_PETROL,4,268
Peruutusvalot,Reversing lights,NARROW_PETROL,4,269
Sumuvalot,Fog lights,NARROW_PETROL,4,270
Pyyhkijät etu/taka,Wipers back and front,NARROW_PETROL,4,271
Tuulilasinpyyhkimet,Windshield wipers,NARROW_PETROL,4,272
Takalasinpyyhin,Rear window wiper,NARROW_PETROL,4,273
Lasinpesurit,Windshield washers,NARROW_PETROL,4,274
Tuulilasinpesuri,Windshield washer,NARROW_PETROL,4,275
Takalasinpesuri,Rear window washer,NARROW_PETROL,4,276
Ajovalopesuri,Headlight washer,NARROW_PETROL,4,277
Äänimerkki,Sound signal,NARROW_PETROL,4,278
Tuulilasin kunto,Windshield condition,NARROW_PETROL,4,279
Ohjausnivelistö,Control joint,NARROW_PETROL,5,280
Etuakseli,Front axle,NARROW_PETROL,5,281
Taka-akseli,Rear axle,NARROW_PETROL,5,282
"Akselituennat, pyöränlaakerit","Axle supports, wheel bearings",NARROW_PETROL,5,283
Etuakseli,Front axle,NARROW_PETROL,5,284
Taka-akseli,Rear axle,NARROW_PETROL,5,285
Jousitus,Suspension,NARROW_PETROL,5,286
Etuakseli,Front axle,NARROW_PETROL,5,287
Taka-akseli,Rear axle,NARROW_PETROL,5,288
Pohjalevy,Base plate,NARROW_PETROL,5,289
Runko,Frame,NARROW_PETROL,5,290
Helmakotelot,Sill panel,NARROW_PETROL,5,291
Eturenkaat kulutuspinta vasen,Front tires tread left,NARROW_PETROL,6,292
Eturenkaat kulutuspinta oikea,Front tires tread right,NARROW_PETROL,6,293
Takarenkaat kulutuspinta vasen,Rear tires tread left,NARROW_PETROL,6,294
Takarenkaat kulutuspinta oikea,Rear tires tread right,NARROW_PETROL,6,295
"Moottori, ulkoiset havainnot","Engine, external observations",NARROW_PETROL,7,296
"Hallintalaitteet, mittaristo","Controls, instrument panel",NARROW_PETROL,8,297
Lämmitys ja huurteenpoisto,Heating and frost protection,NARROW_PETROL,8,298
Kytkimen toiminta,Clutch,NARROW_PETROL,10,299
Vaihteiston toiminta,Transmission operation,NARROW_PETROL,10,300
Vetopyörästö,Drive gear,NARROW_PETROL,10,301
Koeajo,Short test drive,NARROW_PETROL,11,302
Valmistenumero,Registerplates,NARROW_ELECTRIC,1,303
Katsastustiedot,Inspections,NARROW_ELECTRIC,1,304
Korjauskehoitus rekisteriotteessa,Correction prompt in the register extract,NARROW_ELECTRIC,1,305
Dynamometritesti - arvot,Dynamometer test - values,NARROW_ELECTRIC,2,306
Etujarrut,Front brakes,NARROW_ELECTRIC,2,307
Takajarrut,Back brakes,NARROW_ELECTRIC,2,308
Käsijarru,Hand brake,NARROW_ELECTRIC,2,309
Iskunvaimennus,Shock absorber,NARROW_ELECTRIC,2,310
Etuakseli,Front axle,NARROW_ELECTRIC,2,311
Taka-akseli,Back axle,NARROW_ELECTRIC,2,312
Mittariston vikavalot,Instument cluster fault lights,NARROW_ELECTRIC,14,313
Valaistus etu,Lighting front,NARROW_ELECTRIC,4,314
Ajovalot/parkit etu,Headlight/parking lights front,NARROW_ELECTRIC,4,315
Suuntavilkut,Direction indicators,NARROW_ELECTRIC,4,316
Hätävilkut,Hazard flasher,NARROW_ELECTRIC,4,317
Sumuvalot,Fog lights,NARROW_ELECTRIC,4,318
Lisävalot,Additional lights,NARROW_ELECTRIC,4,319
Valaistus taka,Lighting back,NARROW_ELECTRIC,4,320
Ajovalot/parkit taka,Headlight/parking lights back,NARROW_ELECTRIC,4,321
Suuntavilkut,Direction indicators,NARROW_ELECTRIC,4,322
rek.kilven valot,License plate lights,NARROW_ELECTRIC,4,323
Peruutusvalot,Reversing lights,NARROW_ELECTRIC,4,324
Sumuvalot,Fog lights,NARROW_ELECTRIC,4,325
Pyyhkijät etu/taka,Wipers back and front,NARROW_ELECTRIC,4,326
Tuulilasinpyyhkimet,Windshield wipers,NARROW_ELECTRIC,4,327
Takalasinpyyhin,Rear window wiper,NARROW_ELECTRIC,4,328
Lasinpesurit,Windshield washers,NARROW_ELECTRIC,4,329
Tuulilasinpesuri,Windshield washer,NARROW_ELECTRIC,4,330
Takalasinpesuri,Rear window washer,NARROW_ELECTRIC,4,331
Ajovalopesuri,Headlight washer,NARROW_ELECTRIC,4,332
Äänimerkki,Sound signal,NARROW_ELECTRIC,4,333
Tuulilasin kunto,Windshield condition,NARROW_ELECTRIC,4,334
Ohjausnivelistö,Control joint,NARROW_ELECTRIC,5,335
Etuakseli,Front axle,NARROW_ELECTRIC,5,336
Taka-akseli,Rear axle,NARROW_ELECTRIC,5,337
"Akselituennat, pyöränlaakerit","Axle supports, wheel bearings",NARROW_ELECTRIC,5,338
Etuakseli,Front axle,NARROW_ELECTRIC,5,339
Taka-akseli,Rear axle,NARROW_ELECTRIC,5,340
Jousitus,Suspension,NARROW_ELECTRIC,5,341
Etuakseli,Front axle,NARROW_ELECTRIC,5,342
